,Unnamed: 0,Region,Municipality,Construction Materials,Total Occupied Housing Units,Roof: Galvanized iron/aluminum,Roof: Tile/concrete/clay tile,Roof: Half galvanized iron and half concrete,Roof: Bamboo/cogon/ nipa/anahaw,Roof: Asbestos,Roof:Makeshift/ salvaged/ improvised materials,Roof:Trapal,Roof: Others,Roof: Not Reported,coordinates,Latitude,Longitude,Distance,Material Categories,Elevation
6173,6173,REGION IV-A - CALABARZON,BATANGAS CITY (Capital),Wood,5503.0,4313.0,92.0,528.0,465.0,5.0,48.0,51.0,1.0,,"[13.7558718, 121.0584755]",13.7558718,121.0584755,-2.0,Wood,12.0
6174,6174,REGION IV-A - CALABARZON,BATANGAS CITY (Capital),Half concrete/brick/stone and half wood,8951.0,6641.0,61.0,2129.0,106.0,1.0,9.0,2.0,2.0,,"[13.7558718, 121.0584755]",13.7558718,121.0584755,-2.0,Mixed,12.0
6175,6175,REGION IV-A - CALABARZON,BATANGAS CITY (Capital),Galvanized iron/aluminum,195.0,159.0,1.0,12.0,23.0,,,,,,"[13.7558718, 121.0584755]",13.7558718,121.0584755,-2.0,Metal,12.0
6176,6176,REGION IV-A - CALABARZON,BATANGAS CITY (Capital),Bamboo/sawali/cogon/nipa,3434.0,1836.0,,110.0,1387.0,,42.0,19.0,32.0,8.0,"[13.7558718, 121.0584755]",13.7558718,121.0584755,-2.0,Traditional,12.0
6177,6177,REGION IV-A - CALABARZON,BATANGAS CITY (Capital),Asbestos,9.0,7.0,,1.0,,1.0,,,,,"[13.7558718, 121.0584755]",13.7558718,121.0584755,-2.0,Makeshift/none,12.0
6178,6178,REGION IV-A - CALABARZON,BATANGAS CITY (Capital),Glass,3.0,2.0,1.0,,,,,,,,"[13.7558718, 121.0584755]",13.7558718,121.0584755,-2.0,Mixed,12.0
6179,6179,REGION IV-A - CALABARZON,BATANGAS CITY (Capital),Makeshift/salvaged/improvised materials,151.0,67.0,,4.0,12.0,,65.0,3.0,,,"[13.7558718, 121.0584755]",13.7558718,121.0584755,-2.0,Makeshift/none,12.0
6180,6180,REGION IV-A - CALABARZON,BATANGAS CITY (Capital),Trapal,50.0,18.0,,,7.0,,,25.0,,,"[13.7558718, 121.0584755]",13.7558718,121.0584755,-2.0,Makeshift/none,12.0
6181,6181,REGION IV-A - CALABARZON,BATANGAS CITY (Capital),Others,33.0,20.0,,2.0,3.0,,,,8.0,,"[13.7558718, 121.0584755]",13.7558718,121.0584755,-2.0,Others,12.0
6182,6182,REGION IV-A - CALABARZON,BATANGAS CITY (Capital),No walls,12.0,2.0,,,10.0,,,,,,"[13.7558718, 121.0584755]",13.7558718,121.0584755,-2.0,Makeshift/none,12.0
6183,6183,REGION IV-A - CALABARZON,BATANGAS CITY (Capital),Not Reported,187.0,91.0,,7.0,,,,,,89.0,"[13.7558718, 121.0584755]",13.7558718,121.0584755,-2.0,Not reported,12.0
6184,6184,REGION IV-A - CALABARZON,BAUAN,Total,20241.0,19287.0,216.0,438.0,242.0,7.0,9.0,38.0,2.0,2.0,"[13.7903944, 121.0073471]",13.7903944,121.0073471,-1.0,Total,10.0
6185,6185,REGION IV-A - CALABARZON,BAUAN,Concrete/brick/stone,16337.0,16052.0,209.0,62.0,5.0,7.0,1.0,,1.0,,"[13.7903944, 121.0073471]",13.7903944,121.0073471,-1.0,Concrete,10.0
6186,6186,REGION IV-A - CALABARZON,BAUAN,Wood,1053.0,966.0,4.0,13.0,47.0,,3.0,19.0,1.0,,"[13.7903944, 121.0073471]",13.7903944,121.0073471,-1.0,Wood,10.0
6187,6187,REGION IV-A - CALABARZON,BAUAN,Half concrete/brick/stone and half wood,2209.0,1839.0,3.0,346.0,21.0,,,,,,"[13.7903944, 121.0073471]",13.7903944,121.0073471,-1.0,Mixed,10.0
6188,6188,REGION IV-A - CALABARZON,BAUAN,Galvanized iron/aluminum,34.0,29.0,,3.0,1.0,,,1.0,,,"[13.7903944, 121.0073471]",13.7903944,121.0073471,-1.0,Metal,10.0
6189,6189,REGION IV-A - CALABARZON,BAUAN,Bamboo/sawali/cogon/nipa,528.0,338.0,,12.0,163.0,,1.0,12.0,,2.0,"[13.7903944, 121.0073471]",13.7903944,121.0073471,-1.0,Traditional,10.0
6190,6190,REGION IV-A - CALABARZON,BAUAN,Asbestos,2.0,2.0,,,,,,,,,"[13.7903944, 121.0073471]",13.7903944,121.0073471,-1.0,Makeshift/none,10.0
6191,6191,REGION IV-A - CALABARZON,BAUAN,Glass,,,,,,,,,,,"[13.7903944, 121.0073471]",13.7903944,121.0073471,-1.0,Mixed,10.0
6192,6192,REGION IV-A - CALABARZON,BAUAN,Makeshift/salvaged/improvised materials,37.0,28.0,,,3.0,,4.0,2.0,,,"[13.7903944, 121.0073471]",13.7903944,121.0073471,-1.0,Makeshift/none,10.0
6193,6193,REGION IV-A - CALABARZON,BAUAN,Trapal,17.0,11.0,,,2.0,,,4.0,,,"[13.7903944, 121.0073471]",13.7903944,121.0073471,-1.0,Makeshift/none,10.0
6194,6194,REGION IV-A - CALABARZON,BAUAN,Others,1.0,1.0,,,,,,,,,"[13.7903944, 121.0073471]",13.7903944,121.0073471,-1.0,Others,10.0
6195,6195,REGION IV-A - CALABARZON,BAUAN,No walls,1.0,1.0,,,,,,,,,"[13.7903944, 121.0073471]",13.7903944,121.0073471,-1.0,Makeshift/none,10.0
6196,6196,REGION IV-A - CALABARZON,BAUAN,Not Reported,22.0,20.0,,2.0,,,,,,,"[13.7903944, 121.0073471]",13.7903944,121.0073471,-1.0,Not reported,10.0
6197,6197,REGION IV-A - CALABARZON,CALACA,Total,17707.0,16144.0,397.0,609.0,442.0,29.0,41.0,36.0,2.0,7.0,"[13.9304212, 120.8130856]",13.9304212,120.8130856,-2.0,Total,15.0
6198,6198,REGION IV-A - CALABARZON,CALACA,Concrete/brick/stone,13818.0,13401.0,326.0,63.0,22.0,6.0,,,,,"[13.9304212, 120.8130856]",13.9304212,120.8130856,-2.0,Concrete,15.0
6199,6199,REGION IV-A - CALABARZON,CALACA,Wood,398.0,335.0,11.0,13.0,29.0,7.0,3.0,,,,"[13.9304212, 120.8130856]",13.9304212,120.8130856,-2.0,Wood,15.0
6200,6200,REGION IV-A - CALABARZON,CALACA,Half concrete/brick/stone and half wood,2096.0,1531.0,56.0,485.0,21.0,1.0,,,2.0,,"[13.9304212, 120.8130856]",13.9304212,120.8130856,-2.0,Mixed,15.0
6201,6201,REGION IV-A - CALABARZON,CALACA,Galvanized iron/aluminum,91.0,58.0,4.0,12.0,17.0,,,,,,"[13.9304212, 120.8130856]",13.9304212,120.8130856,-2.0,Metal,15.0
6202,6202,REGION IV-A - CALABARZON,CALACA,Bamboo/sawali/cogon/nipa,1159.0,762.0,,35.0,346.0,,6.0,7.0,,3.0,"[13.9304212, 120.8130856]",13.9304212,120.8130856,-2.0,Traditional,15.0
6203,6203,REGION IV-A - CALABARZON,CALACA,Asbestos,18.0,3.0,,,,15.0,,,,,"[13.9304212, 120.8130856]",13.9304212,120.8130856,-2.0,Makeshift/none,15.0
6204,6204,REGION IV-A - CALABARZON,CALACA,Glass,,,,,,,,,,,"[13.9304212, 120.8130856]",13.9304212,120.8130856,-2.0,Mixed,15.0
6205,6205,REGION IV-A - CALABARZON,CALACA,Makeshift/salvaged/improvised materials,32.0,11.0,,1.0,2.0,,17.0,1.0,,,"[13.9304212, 120.8130856]",13.9304212,120.8130856,-2.0,Makeshift/none,15.0
6206,6206,REGION IV-A - CALABARZON,CALACA,Trapal,63.0,16.0,,,4.0,,15.0,28.0,,,"[13.9304212, 120.8130856]",13.9304212,120.8130856,-2.0,Makeshift/none,15.0
6207,6207,REGION IV-A - CALABARZON,CALACA,Others,1.0,,,,1.0,,,,,,"[13.9304212, 120.8130856]",13.9304212,120.8130856,-2.0,Others,15.0
6208,6208,REGION IV-A - CALABARZON,CALACA,No walls,5.0,5.0,,,,,,,,,"[13.9304212, 120.8130856]",13.9304212,120.8130856,-2.0,Makeshift/none,15.0
6209,6209,REGION IV-A - CALABARZON,CALACA,Not Reported,26.0,22.0,,,,,,,,4.0,"[13.9304212, 120.8130856]",13.9304212,120.8130856,-2.0,Not reported,15.0
6210,6210,REGION IV-A - CALABARZON,CALATAGAN,Total,13337.0,11421.0,141.0,687.0,1038.0,,31.0,14.0,3.0,2.0,"[13.8329883, 120.6322361]",13.8329883,120.6322361,1.0,Total,10.0
6211,6211,REGION IV-A - CALABARZON,CALATAGAN,Concrete/brick/stone,9039.0,8822.0,124.0,43.0,48.0,,,1.0,1.0,,"[13.8329883, 120.6322361]",13.8329883,120.6322361,1.0,Concrete,10.0
6212,6212,REGION IV-A - CALABARZON,CALATAGAN,Wood,627.0,511.0,4.0,44.0,65.0,,1.0,2.0,,,"[13.8329883, 120.6322361]",13.8329883,120.6322361,1.0,Wood,10.0
6213,6213,REGION IV-A - CALABARZON,CALATAGAN,Half concrete/brick/stone and half wood,1837.0,1229.0,13.0,516.0,74.0,,5.0,,,,"[13.8329883, 120.6322361]",13.8329883,120.6322361,1.0,Mixed,10.0
6214,6214,REGION IV-A - CALABARZON,CALATAGAN,Galvanized iron/aluminum,87.0,67.0,,1.0,18.0,,,1.0,,,"[13.8329883, 120.6322361]",13.8329883,120.6322361,1.0,Metal,10.0
6215,6215,REGION IV-A - CALABARZON,CALATAGAN,Bamboo/sawali/cogon/nipa,1643.0,739.0,,80.0,817.0,,3.0,3.0,1.0,,"[13.8329883, 120.6322361]",13.8329883,120.6322361,1.0,Traditional,10.0
6216,6216,REGION IV-A - CALABARZON,CALATAGAN,Asbestos,2.0,2.0,,,,,,,,,"[13.8329883, 120.6322361]",13.8329883,120.6322361,1.0,Makeshift/none,10.0
6217,6217,REGION IV-A - CALABARZON,CALATAGAN,Glass,,,,,,,,,,,"[13.8329883, 120.6322361]",13.8329883,120.6322361,1.0,Mixed,10.0
6218,6218,REGION IV-A - CALABARZON,CALATAGAN,Makeshift/salvaged/improvised materials,47.0,16.0,,,9.0,,22.0,,,,"[13.8329883, 120.6322361]",13.8329883,120.6322361,1.0,Makeshift/none,10.0
6219,6219,REGION IV-A - CALABARZON,CALATAGAN,Trapal,25.0,13.0,,,5.0,,,7.0,,,"[13.8329883, 120.6322361]",13.8329883,120.6322361,1.0,Makeshift/none,10.0
6220,6220,REGION IV-A - CALABARZON,CALATAGAN,Others,5.0,4.0,,,,,,,1.0,,"[13.8329883, 120.6322361]",13.8329883,120.6322361,1.0,Others,10.0
6221,6221,REGION IV-A - CALABARZON,CALATAGAN,No walls,3.0,3.0,,,,,,,,,"[13.8329883, 120.6322361]",13.8329883,120.6322361,1.0,Makeshift/none,10.0
6222,6222,REGION IV-A - CALABARZON,CALATAGAN,Not Reported,22.0,15.0,,3.0,2.0,,,,,2.0,"[13.8329883, 120.6322361]",13.8329883,120.6322361,1.0,Not reported,10.0
6223,6223,REGION IV-A - CALABARZON,CUENCA,Total,7160.0,5404.0,186.0,1384.0,173.0,,8.0,3.0,2.0,,"[13.9015666, 121.0492427]",13.9015666,121.0492427,-14.0,Total,299.0
6224,6224,REGION IV-A - CALABARZON,CUENCA,Concrete/brick/stone,4188.0,3933.0,98.0,153.0,2.0,,,,2.0,,"[13.9015666, 121.0492427]",13.9015666,121.0492427,-14.0,Concrete,299.0
6225,6225,REGION IV-A - CALABARZON,CUENCA,Wood,600.0,388.0,29.0,139.0,42.0,,1.0,1.0,,,"[13.9015666, 121.0492427]",13.9015666,121.0492427,-14.0,Wood,299.0
6226,6226,REGION IV-A - CALABARZON,CUENCA,Half concrete/brick/stone and half wood,1967.0,801.0,58.0,1073.0,34.0,,1.0,,,,"[13.9015666, 121.0492427]",13.9015666,121.0492427,-14.0,Mixed,299.0
6227,6227,REGION IV-A - CALABARZON,CUENCA,Galvanized iron/aluminum,17.0,12.0,1.0,3.0,1.0,,,,,,"[13.9015666, 121.0492427]",13.9015666,121.0492427,-14.0,Metal,299.0
6228,6228,REGION IV-A - CALABARZON,CUENCA,Bamboo/sawali/cogon/nipa,316.0,206.0,,13.0,93.0,,2.0,2.0,,,"[13.9015666, 121.0492427]",13.9015666,121.0492427,-14.0,Traditional,299.0
6229,6229,REGION IV-A - CALABARZON,CUENCA,Asbestos,2.0,2.0,,,,,,,,,"[13.9015666, 121.0492427]",13.9015666,121.0492427,-14.0,Makeshift/none,299.0
6230,6230,REGION IV-A - CALABARZON,CUENCA,Glass,2.0,1.0,,1.0,,,,,,,"[13.9015666, 121.0492427]",13.9015666,121.0492427,-14.0,Mixed,299.0
6231,6231,REGION IV-A - CALABARZON,CUENCA,Makeshift/salvaged/improvised materials,25.0,19.0,,2.0,,,4.0,,,,"[13.9015666, 121.0492427]",13.9015666,121.0492427,-14.0,Makeshift/none,299.0
6232,6232,REGION IV-A - CALABARZON,CUENCA,Trapal,17.0,16.0,,,1.0,,,,,,"[13.9015666, 121.0492427]",13.9015666,121.0492427,-14.0,Makeshift/none,299.0
6233,6233,REGION IV-A - CALABARZON,CUENCA,Others,,,,,,,,,,,"[13.9015666, 121.0492427]",13.9015666,121.0492427,-14.0,Others,299.0
6234,6234,REGION IV-A - CALABARZON,CUENCA,No walls,1.0,1.0,,,,,,,,,"[13.9015666, 121.0492427]",13.9015666,121.0492427,-14.0,Makeshift/none,299.0
6235,6235,REGION IV-A - CALABARZON,CUENCA,Not Reported,25.0,25.0,,,,,,,,,"[13.9015666, 121.0492427]",13.9015666,121.0492427,-14.0,Not reported,299.0
6236,6236,REGION IV-A - CALABARZON,IBAAN,Total,12005.0,10231.0,810.0,675.0,258.0,,19.0,8.0,1.0,3.0,"[13.8185254, 121.1320975]",13.8185254,121.1320975,-12.0,Total,126.0
6237,6237,REGION IV-A - CALABARZON,IBAAN,Concrete/brick/stone,8860.0,8136.0,656.0,58.0,9.0,,,1.0,,,"[13.8185254, 121.1320975]",13.8185254,121.1320975,-12.0,Concrete,126.0
6238,6238,REGION IV-A - CALABARZON,IBAAN,Wood,843.0,640.0,103.0,67.0,27.0,,2.0,1.0,,3.0,"[13.8185254, 121.1320975]",13.8185254,121.1320975,-12.0,Wood,126.0
6239,6239,REGION IV-A - CALABARZON,IBAAN,Half concrete/brick/stone and half wood,1620.0,1054.0,48.0,495.0,21.0,,1.0,,1.0,,"[13.8185254, 121.1320975]",13.8185254,121.1320975,-12.0,Mixed,126.0
6240,6240,REGION IV-A - CALABARZON,IBAAN,Galvanized iron/aluminum,24.0,18.0,1.0,,5.0,,,,,,"[13.8185254, 121.1320975]",13.8185254,121.1320975,-12.0,Metal,126.0
6241,6241,REGION IV-A - CALABARZON,IBAAN,Bamboo/sawali/cogon/nipa,620.0,362.0,,55.0,193.0,,7.0,3.0,,,"[13.8185254, 121.1320975]",13.8185254,121.1320975,-12.0,Traditional,126.0
6242,6242,REGION IV-A - CALABARZON,IBAAN,Asbestos,1.0,1.0,,,,,,,,,"[13.8185254, 121.1320975]",13.8185254,121.1320975,-12.0,Makeshift/none,126.0
6243,6243,REGION IV-A - CALABARZON,IBAAN,Glass,1.0,,1.0,,,,,,,,"[13.8185254, 121.1320975]",13.8185254,121.1320975,-12.0,Mixed,126.0
6244,6244,REGION IV-A - CALABARZON,IBAAN,Makeshift/salvaged/improvised materials,15.0,6.0,,,1.0,,8.0,,,,"[13.8185254, 121.1320975]",13.8185254,121.1320975,-12.0,Makeshift/none,126.0
6245,6245,REGION IV-A - CALABARZON,IBAAN,Trapal,10.0,4.0,,,2.0,,1.0,3.0,,,"[13.8185254, 121.1320975]",13.8185254,121.1320975,-12.0,Makeshift/none,126.0
6246,6246,REGION IV-A - CALABARZON,IBAAN,Others,1.0,1.0,,,,,,,,,"[13.8185254, 121.1320975]",13.8185254,121.1320975,-12.0,Others,126.0
6247,6247,REGION IV-A - CALABARZON,IBAAN,No walls,2.0,1.0,1.0,,,,,,,,"[13.8185254, 121.1320975]",13.8185254,121.1320975,-12.0,Makeshift/none,126.0
6248,6248,REGION IV-A - CALABARZON,IBAAN,Not Reported,8.0,8.0,,,,,,,,,"[13.8185254, 121.1320975]",13.8185254,121.1320975,-12.0,Not reported,126.0
6249,6249,REGION IV-A - CALABARZON,LAUREL,Total,8551.0,7168.0,154.0,911.0,266.0,1.0,37.0,4.0,7.0,3.0,"[14.0504677, 120.9332215]",14.0504677,120.9332215,-17.0,Total,30.0
6250,6250,REGION IV-A - CALABARZON,LAUREL,Concrete/brick/stone,5331.0,5141.0,136.0,50.0,2.0,1.0,1.0,,,,"[14.0504677, 120.9332215]",14.0504677,120.9332215,-17.0,Concrete,30.0
6251,6251,REGION IV-A - CALABARZON,LAUREL,Wood,395.0,321.0,2.0,39.0,32.0,,,1.0,,,"[14.0504677, 120.9332215]",14.0504677,120.9332215,-17.0,Wood,30.0
6252,6252,REGION IV-A - CALABARZON,LAUREL,Half concrete/brick/stone and half wood,1899.0,1094.0,16.0,779.0,5.0,,3.0,,2.0,,"[14.0504677, 120.9332215]",14.0504677,120.9332215,-17.0,Mixed,30.0
6253,6253,REGION IV-A - CALABARZON,LAUREL,Galvanized iron/aluminum,53.0,23.0,,19.0,11.0,,,,,,"[14.0504677, 120.9332215]",14.0504677,120.9332215,-17.0,Metal,30.0
6254,6254,REGION IV-A - CALABARZON,LAUREL,Bamboo/sawali/cogon/nipa,818.0,551.0,,24.0,214.0,,19.0,3.0,4.0,3.0,"[14.0504677, 120.9332215]",14.0504677,120.9332215,-17.0,Traditional,30.0
6255,6255,REGION IV-A - CALABARZON,LAUREL,Asbestos,1.0,1.0,,,,,,,,,"[14.0504677, 120.9332215]",14.0504677,120.9332215,-17.0,Makeshift/none,30.0
6256,6256,REGION IV-A - CALABARZON,LAUREL,Glass,,,,,,,,,,,"[14.0504677, 120.9332215]",14.0504677,120.9332215,-17.0,Mixed,30.0
6257,6257,REGION IV-A - CALABARZON,LAUREL,Makeshift/salvaged/improvised materials,41.0,25.0,,,2.0,,14.0,,,,"[14.0504677, 120.9332215]",14.0504677,120.9332215,-17.0,Makeshift/none,30.0
6258,6258,REGION IV-A - CALABARZON,LAUREL,Trapal,1.0,1.0,,,,,,,,,"[14.0504677, 120.9332215]",14.0504677,120.9332215,-17.0,Makeshift/none,30.0
6259,6259,REGION IV-A - CALABARZON,LAUREL,Others,4.0,3.0,,,,,,,1.0,,"[14.0504677, 120.9332215]",14.0504677,120.9332215,-17.0,Others,30.0
6260,6260,REGION IV-A - CALABARZON,LAUREL,No walls,,,,,,,,,,,"[14.0504677, 120.9332215]",14.0504677,120.9332215,-17.0,Makeshift/none,30.0
6261,6261,REGION IV-A - CALABARZON,LAUREL,Not Reported,8.0,8.0,,,,,,,,,"[14.0504677, 120.9332215]",14.0504677,120.9332215,-17.0,Not reported,30.0
6262,6262,REGION IV-A - CALABARZON,LEMERY,Total,19635.0,16772.0,355.0,1559.0,773.0,2.0,71.0,75.0,10.0,18.0,"[13.8845702, 120.914016]",13.8845702,120.914016,-2.0,Total,8.0
6263,6263,REGION IV-A - CALABARZON,LEMERY,Concrete/brick/stone,14029.0,13041.0,328.0,616.0,32.0,2.0,8.0,,2.0,,"[13.8845702, 120.914016]",13.8845702,120.914016,-2.0,Concrete,8.0
6264,6264,REGION IV-A - CALABARZON,LEMERY,Wood,818.0,610.0,3.0,88.0,107.0,,8.0,2.0,,,"[13.8845702, 120.914016]",13.8845702,120.914016,-2.0,Wood,8.0
6265,6265,REGION IV-A - CALABARZON,LEMERY,Half concrete/brick/stone and half wood,2484.0,1647.0,20.0,763.0,48.0,,6.0,,,,"[13.8845702, 120.914016]",13.8845702,120.914016,-2.0,Mixed,8.0
6266,6266,REGION IV-A - CALABARZON,LEMERY,Galvanized iron/aluminum,639.0,620.0,3.0,7.0,9.0,,,,,,"[13.8845702, 120.914016]",13.8845702,120.914016,-2.0,Metal,8.0
6267,6267,REGION IV-A - CALABARZON,LEMERY,Bamboo/sawali/cogon/nipa,1448.0,773.0,,71.0,571.0,,22.0,4.0,7.0,,"[13.8845702, 120.914016]",13.8845702,120.914016,-2.0,Traditional,8.0
6268,6268,REGION IV-A - CALABARZON,LEMERY,Asbestos,1.0,1.0,,,,,,,,,"[13.8845702, 120.914016]",13.8845702,120.914016,-2.0,Makeshift/none,8.0
6269,6269,REGION IV-A - CALABARZON,LEMERY,Glass,20.0,15.0,1.0,4.0,,,,,,,"[13.8845702, 120.914016]",13.8845702,120.914016,-2.0,Mixed,8.0
6270,6270,REGION IV-A - CALABARZON,LEMERY,Makeshift/salvaged/improvised materials,57.0,21.0,,8.0,2.0,,24.0,2.0,,,"[13.8845702, 120.914016]",13.8845702,120.914016,-2.0,Makeshift/none,8.0
6271,6271,REGION IV-A - CALABARZON,LEMERY,Trapal,78.0,8.0,,,1.0,,3.0,66.0,,,"[13.8845702, 120.914016]",13.8845702,120.914016,-2.0,Makeshift/none,8.0
6272,6272,REGION IV-A - CALABARZON,LEMERY,Others,20.0,18.0,,1.0,,,,,1.0,,"[13.8845702, 120.914016]",13.8845702,120.914016,-2.0,Others,8.0
6273,6273,REGION IV-A - CALABARZON,LEMERY,No walls,4.0,2.0,,,1.0,,,1.0,,,"[13.8845702, 120.914016]",13.8845702,120.914016,-2.0,Makeshift/none,8.0
6274,6274,REGION IV-A - CALABARZON,LEMERY,Not Reported,37.0,16.0,,1.0,2.0,,,,,18.0,"[13.8845702, 120.914016]",13.8845702,120.914016,-2.0,Not reported,8.0
6275,6275,REGION IV-A - CALABARZON,LIAN,Total,12507.0,10512.0,310.0,722.0,909.0,5.0,31.0,5.0,4.0,9.0,"[14.0361178, 120.653454]",14.0361178,120.653454,-4.0,Total,15.0
6276,6276,REGION IV-A - CALABARZON,LIAN,Concrete/brick/stone,8007.0,7628.0,267.0,77.0,23.0,2.0,10.0,,,,"[14.0361178, 120.653454]",14.0361178,120.653454,-4.0,Concrete,15.0
6277,6277,REGION IV-A - CALABARZON,LIAN,Wood,704.0,516.0,19.0,43.0,123.0,1.0,1.0,1.0,,,"[14.0361178, 120.653454]",14.0361178,120.653454,-4.0,Wood,15.0
6278,6278,REGION IV-A - CALABARZON,LIAN,Half concrete/brick/stone and half wood,2083.0,1433.0,24.0,558.0,62.0,1.0,5.0,,,,"[14.0361178, 120.653454]",14.0361178,120.653454,-4.0,Mixed,15.0
6279,6279,REGION IV-A - CALABARZON,LIAN,Galvanized iron/aluminum,120.0,102.0,,4.0,14.0,,,,,,"[14.0361178, 120.653454]",14.0361178,120.653454,-4.0,Metal,15.0
6280,6280,REGION IV-A - CALABARZON,LIAN,Bamboo/sawali/cogon/nipa,1496.0,776.0,,31.0,679.0,,2.0,3.0,3.0,2.0,"[14.0361178, 120.653454]",14.0361178,120.653454,-4.0,Traditional,15.0
6281,6281,REGION IV-A - CALABARZON,LIAN,Asbestos,2.0,1.0,,,,1.0,,,,,"[14.0361178, 120.653454]",14.0361178,120.653454,-4.0,Makeshift/none,15.0
6282,6282,REGION IV-A - CALABARZON,LIAN,Glass,1.0,,,1.0,,,,,,,"[14.0361178, 120.653454]",14.0361178,120.653454,-4.0,Mixed,15.0
6283,6283,REGION IV-A - CALABARZON,LIAN,Makeshift/salvaged/improvised materials,32.0,12.0,,3.0,4.0,,12.0,,1.0,,"[14.0361178, 120.653454]",14.0361178,120.653454,-4.0,Makeshift/none,15.0
6284,6284,REGION IV-A - CALABARZON,LIAN,Trapal,4.0,1.0,,,2.0,,,1.0,,,"[14.0361178, 120.653454]",14.0361178,120.653454,-4.0,Makeshift/none,15.0
6285,6285,REGION IV-A - CALABARZON,LIAN,Others,3.0,1.0,,1.0,,,1.0,,,,"[14.0361178, 120.653454]",14.0361178,120.653454,-4.0,Others,15.0
6286,6286,REGION IV-A - CALABARZON,LIAN,No walls,,,,,,,,,,,"[14.0361178, 120.653454]",14.0361178,120.653454,-4.0,Makeshift/none,15.0
6287,6287,REGION IV-A - CALABARZON,LIAN,Not Reported,55.0,42.0,,4.0,2.0,,,,,7.0,"[14.0361178, 120.653454]",14.0361178,120.653454,-4.0,Not reported,15.0
6288,6288,REGION IV-A - CALABARZON,LIPA CITY,Total,72177.0,67210.0,1606.0,2573.0,573.0,14.0,101.0,71.0,5.0,24.0,"[13.99993485, 121.17047153278304]",13.99993485,121.17047153278304,-30.0,Total,320.0
6289,6289,REGION IV-A - CALABARZON,LIPA CITY,Concrete/brick/stone,59888.0,57900.0,1385.0,568.0,16.0,12.0,1.0,2.0,1.0,3.0,"[13.99993485, 121.17047153278304]",13.99993485,121.17047153278304,-30.0,Concrete,320.0
6290,6290,REGION IV-A - CALABARZON,LIPA CITY,Wood,3329.0,2881.0,33.0,133.0,248.0,1.0,22.0,10.0,1.0,,"[13.99993485, 121.17047153278304]",13.99993485,121.17047153278304,-30.0,Wood,320.0
6291,6291,REGION IV-A - CALABARZON,LIPA CITY,Half concrete/brick/stone and half wood,6893.0,4827.0,177.0,1825.0,55.0,1.0,7.0,1.0,,,"[13.99993485, 121.17047153278304]",13.99993485,121.17047153278304,-30.0,Mixed,320.0
6292,6292,REGION IV-A - CALABARZON,LIPA CITY,Galvanized iron/aluminum,332.0,306.0,6.0,9.0,11.0,,,,,,"[13.99993485, 121.17047153278304]",13.99993485,121.17047153278304,-30.0,Metal,320.0
6293,6293,REGION IV-A - CALABARZON,LIPA CITY,Bamboo/sawali/cogon/nipa,1319.0,1009.0,,33.0,238.0,,18.0,16.0,1.0,4.0,"[13.99993485, 121.17047153278304]",13.99993485,121.17047153278304,-30.0,Traditional,320.0
6294,6294,REGION IV-A - CALABARZON,LIPA CITY,Asbestos,17.0,14.0,3.0,,,,,,,,"[13.99993485, 121.17047153278304]",13.99993485,121.17047153278304,-30.0,Makeshift/none,320.0
6295,6295,REGION IV-A - CALABARZON,LIPA CITY,Glass,8.0,6.0,2.0,,,,,,,,"[13.99993485, 121.17047153278304]",13.99993485,121.17047153278304,-30.0,Mixed,320.0
6296,6296,REGION IV-A - CALABARZON,LIPA CITY,Makeshift/salvaged/improvised materials,194.0,132.0,,1.0,1.0,,51.0,8.0,1.0,,"[13.99993485, 121.17047153278304]",13.99993485,121.17047153278304,-30.0,Makeshift/none,320.0
6297,6297,REGION IV-A - CALABARZON,LIPA CITY,Trapal,79.0,41.0,,,2.0,,2.0,34.0,,,"[13.99993485, 121.17047153278304]",13.99993485,121.17047153278304,-30.0,Makeshift/none,320.0
6298,6298,REGION IV-A - CALABARZON,LIPA CITY,Others,7.0,6.0,,,,,,,1.0,,"[13.99993485, 121.17047153278304]",13.99993485,121.17047153278304,-30.0,Others,320.0
6299,6299,REGION IV-A - CALABARZON,LIPA CITY,No walls,10.0,10.0,,,,,,,,,"[13.99993485, 121.17047153278304]",13.99993485,121.17047153278304,-30.0,Makeshift/none,320.0
6300,6300,REGION IV-A - CALABARZON,LIPA CITY,Not Reported,101.0,78.0,,4.0,2.0,,,,,17.0,"[13.99993485, 121.17047153278304]",13.99993485,121.17047153278304,-30.0,Not reported,320.0
6301,6301,REGION IV-A - CALABARZON,LOBO,Total,8945.0,8022.0,130.0,321.0,433.0,3.0,9.0,23.0,4.0,,"[13.6476552, 121.2102789]",13.6476552,121.2102789,-2.0,Total,16.0
6302,6302,REGION IV-A - CALABARZON,LOBO,Concrete/brick/stone,4761.0,4640.0,105.0,9.0,4.0,3.0,,,,,"[13.6476552, 121.2102789]",13.6476552,121.2102789,-2.0,Concrete,16.0
6303,6303,REGION IV-A - CALABARZON,LOBO,Wood,840.0,729.0,4.0,30.0,74.0,,,3.0,,,"[13.6476552, 121.2102789]",13.6476552,121.2102789,-2.0,Wood,16.0
6304,6304,REGION IV-A - CALABARZON,LOBO,Half concrete/brick/stone and half wood,1774.0,1481.0,21.0,257.0,11.0,,,2.0,2.0,,"[13.6476552, 121.2102789]",13.6476552,121.2102789,-2.0,Mixed,16.0
